Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres)
flemington racecourse,2022,5,1,0.0
flemington racecourse,2022,5,2,0.0
flemington racecourse,2022,5,3,0.0
flemington racecourse,2022,5,4,0.0
flemington racecourse,2022,5,5,0.0
flemington racecourse,2022,5,6,0.0
flemington racecourse,2022,5,7,2.0
flemington racecourse,2022,5,8,0.2
flemington racecourse,2022,5,9,0.0
flemington racecourse,2022,5,10,0.0
flemington racecourse,2022,5,11,0.0
flemington racecourse,2022,5,12,0.0
flemington racecourse,2022,5,13,0.4
flemington racecourse,2022,5,14,1.0
flemington racecourse,2022,5,15,0.0
flemington racecourse,2022,5,16,3.8
flemington racecourse,2022,5,17,3.8
flemington racecourse,2022,5,18,0.2
flemington racecourse,2022,5,19,0.2
flemington racecourse,2022,5,20,0.0
flemington racecourse,2022,5,21,0.0
flemington racecourse,2022,5,22,0.0
flemington racecourse,2022,5,23,0.0
flemington racecourse,2022,5,24,0.0
flemington racecourse,2022,5,25,0.2
flemington racecourse,2022,5,26,0.8
flemington racecourse,2022,5,27,4.4
flemington racecourse,2022,5,28,0.0
flemington racecourse,2022,5,29,0.0
flemington racecourse,2022,5,30,0.0
flemington racecourse,2022,5,31,1.8
flemington racecourse,2022,6,1,1.2
flemington racecourse,2022,6,2,17.0
flemington racecourse,2022,6,3,0.0
flemington racecourse,2022,6,4,0.0
flemington racecourse,2022,6,5,1.0
flemington racecourse,2022,6,6,1.2
flemington racecourse,2022,6,7,4.0
flemington racecourse,2022,6,8,2.8
flemington racecourse,2022,6,9,0.0
flemington racecourse,2022,6,10,0.4
flemington racecourse,2022,6,11,1.0
flemington racecourse,2022,6,12,0.0
flemington racecourse,2022,6,13,3.2
flemington racecourse,2022,6,14,0.8
flemington racecourse,2022,6,15,0.0
flemington racecourse,2022,6,16,0.2
flemington racecourse,2022,6,17,6.8
flemington racecourse,2022,6,18,0.6
flemington racecourse,2022,6,19,0.2
flemington racecourse,2022,6,20,0.0
flemington racecourse,2022,6,21,2.0
flemington racecourse,2022,6,22,2.2
flemington racecourse,2022,6,23,0.6
flemington racecourse,2022,6,24,3.0
flemington racecourse,2022,6,25,0.6
flemington racecourse,2022,6,26,1.8
flemington racecourse,2022,6,27,4.2
flemington racecourse,2022,6,28,0.4
flemington racecourse,2022,6,29,0.0
flemington racecourse,2022,6,30,0.0
flemington racecourse,2022,7,1,0.0
flemington racecourse,2022,7,2,0.2
flemington racecourse,2022,7,3,0.0
flemington racecourse,2022,7,4,0.0
flemington racecourse,2022,7,5,0.0
flemington racecourse,2022,7,6,0.0
flemington racecourse,2022,7,7,0.0
flemington racecourse,2022,7,8,0.4
flemington racecourse,2022,7,9,10.0
flemington racecourse,2022,7,10,1.7
flemington racecourse,2022,7,11,0.6
flemington racecourse,2022,7,12,6.2
flemington racecourse,2022,7,13,4.4
flemington racecourse,2022,7,14,1.8
flemington racecourse,2022,7,15,0.2
flemington racecourse,2022,7,16,0.0
flemington racecourse,2022,7,17,2.1
flemington racecourse,2022,7,18,0.6
flemington racecourse,2022,7,19,1.0
flemington racecourse,2022,7,20,0.0
flemington racecourse,2022,7,21,0.0
flemington racecourse,2022,7,22,0.0
flemington racecourse,2022,7,23,0.0
flemington racecourse,2022,7,24,2.0
flemington racecourse,2022,7,25,8.8
flemington racecourse,2022,7,26,4.8
flemington racecourse,2022,7,27,2.0
flemington racecourse,2022,7,28,0.6
flemington racecourse,2022,7,29,4.8
flemington racecourse,2022,7,30,0.0
flemington racecourse,2022,7,31,0.0
flemington racecourse,2022,8,1,0.2
flemington racecourse,2022,8,2,2.0
flemington racecourse,2022,8,3,1.6
flemington racecourse,2022,8,4,1.6
flemington racecourse,2022,8,5,0.0
flemington racecourse,2022,8,6,5.0
flemington racecourse,2022,8,7,2.0
flemington racecourse,2022,8,8,0.0
flemington racecourse,2022,8,9,0.0
flemington racecourse,2022,8,10,0.2
flemington racecourse,2022,8,11,0.2
flemington racecourse,2022,8,12,0.4
flemington racecourse,2022,8,13,0.4
flemington racecourse,2022,8,14,0.0
flemington racecourse,2022,8,15,0.2
flemington racecourse,2022,8,16,2.8
flemington racecourse,2022,8,17,1.2
flemington racecourse,2022,8,18,2.0
flemington racecourse,2022,8,19,11.0
flemington racecourse,2022,8,20,1.0
flemington racecourse,2022,8,21,0.0
flemington racecourse,2022,8,22,1.2
flemington racecourse,2022,8,23,2.2
flemington racecourse,2022,8,24,0.6
flemington racecourse,2022,8,25,4.0
flemington racecourse,2022,8,26,0.2
flemington racecourse,2022,8,27,5.0
flemington racecourse,2022,8,28,0.0
flemington racecourse,2022,8,29,0.2
flemington racecourse,2022,8,30,20.0
flemington racecourse,2022,8,31,0.8
flemington racecourse,2022,9,1,0.0
flemington racecourse,2022,9,2,4.0
flemington racecourse,2022,9,3,0.0
flemington racecourse,2022,9,4,0.0
flemington racecourse,2022,9,5,0.0
flemington racecourse,2022,9,6,0.0
flemington racecourse,2022,9,7,0.0
flemington racecourse,2022,9,8,4.0
flemington racecourse,2022,9,9,0.6
flemington racecourse,2022,9,10,9.2
flemington racecourse,2022,9,11,0.0
flemington racecourse,2022,9,12,3.0
flemington racecourse,2022,9,13,1.2
flemington racecourse,2022,9,14,0.8
flemington racecourse,2022,9,15,7.0
flemington racecourse,2022,9,16,0.2
flemington racecourse,2022,9,17,4.0
flemington racecourse,2022,9,18,0.0
flemington racecourse,2022,9,19,13.0
flemington racecourse,2022,9,20,0.2
flemington racecourse,2022,9,21,0.2
flemington racecourse,2022,9,22,0.8
flemington racecourse,2022,9,23,0.0
flemington racecourse,2022,9,24,1.8
flemington racecourse,2022,9,25,0.0
flemington racecourse,2022,9,26,0.2
flemington racecourse,2022,9,27,2.0
flemington racecourse,2022,9,28,3.8
flemington racecourse,2022,9,29,1.0
flemington racecourse,2022,9,30,0.0
flemington racecourse,2022,10,1,0.0
flemington racecourse,2022,10,2,0.0
flemington racecourse,2022,10,3,0.0
flemington racecourse,2022,10,4,0.0
flemington racecourse,2022,10,5,0.0
flemington racecourse,2022,10,6,7.0
flemington racecourse,2022,10,7,17.8
flemington racecourse,2022,10,8,14.8
flemington racecourse,2022,10,9,0.0
flemington racecourse,2022,10,10,0.8
flemington racecourse,2022,10,11,0.2
flemington racecourse,2022,10,12,0.0
flemington racecourse,2022,10,13,17.0
flemington racecourse,2022,10,14,20.0
flemington racecourse,2022,10,15,0.8
flemington racecourse,2022,10,16,1.0
flemington racecourse,2022,10,17,0.6
flemington racecourse,2022,10,18,0.0
flemington racecourse,2022,10,19,0.0
flemington racecourse,2022,10,20,0.0
flemington racecourse,2022,10,21,0.0
flemington racecourse,2022,10,22,17.8
flemington racecourse,2022,10,23,12.8
flemington racecourse,2022,10,24,0.2
flemington racecourse,2022,10,25,4.0
flemington racecourse,2022,10,26,0.0
flemington racecourse,2022,10,27,5.0
flemington racecourse,2022,10,28,9.4
flemington racecourse,2022,10,29,3.0
flemington racecourse,2022,10,30,2.0
flemington racecourse,2022,10,31,1.8
flemington racecourse,2022,11,1,1.8
flemington racecourse,2022,11,2,6.0
flemington racecourse,2022,11,3,0.4
flemington racecourse,2022,11,4,0.2
flemington racecourse,2022,11,5,0.0
flemington racecourse,2022,11,6,0.0
flemington racecourse,2022,11,7,0.0
flemington racecourse,2022,11,8,15.8
flemington racecourse,2022,11,9,2.0
flemington racecourse,2022,11,10,0.0
flemington racecourse,2022,11,11,18.2
flemington racecourse,2022,11,12,12.0
flemington racecourse,2022,11,13,2.0
flemington racecourse,2022,11,14,9.2
flemington racecourse,2022,11,15,1.5
flemington racecourse,2022,11,16,0.0
flemington racecourse,2022,11,17,0.0
flemington racecourse,2022,11,18,0.0
flemington racecourse,2022,11,19,0.0
flemington racecourse,2022,11,20,2.9
flemington racecourse,2022,11,21,17.8
flemington racecourse,2022,11,22,3.4
flemington racecourse,2022,11,23,0.4
flemington racecourse,2022,11,24,0.4
flemington racecourse,2022,11,25,0.0
flemington racecourse,2022,11,26,0.0
flemington racecourse,2022,11,27,1.0
flemington racecourse,2022,11,28,1.0
flemington racecourse,2022,11,29,0.4
flemington racecourse,2022,11,30,0.0
flemington racecourse,2022,12,1,0.0
flemington racecourse,2022,12,2,0.0
flemington racecourse,2022,12,3,0.0
flemington racecourse,2022,12,4,0.0
flemington racecourse,2022,12,5,0.0
flemington racecourse,2022,12,6,1.6
flemington racecourse,2022,12,7,1.6
flemington racecourse,2022,12,8,0.2
flemington racecourse,2022,12,9,0.3
flemington racecourse,2022,12,10,0.4
flemington racecourse,2022,12,11,2.7
flemington racecourse,2022,12,12,14.6
flemington racecourse,2022,12,13,3.0
flemington racecourse,2022,12,14,9.0
flemington racecourse,2022,12,15,6.0
flemington racecourse,2022,12,16,1.4
flemington racecourse,2022,12,17,0.0
flemington racecourse,2022,12,18,0.0
flemington racecourse,2022,12,19,1.2
flemington racecourse,2022,12,20,0.0
flemington racecourse,2022,12,21,0.0
flemington racecourse,2022,12,22,0.0
flemington racecourse,2022,12,23,0.0
flemington racecourse,2022,12,24,9.5
flemington racecourse,2022,12,25,0.0
flemington racecourse,2022,12,26,0.0
flemington racecourse,2022,12,27,0.0
flemington racecourse,2022,12,28,0.0
flemington racecourse,2022,12,29,1.0
flemington racecourse,2022,12,30,0.0
flemington racecourse,2022,12,31,0.0
flemington racecourse,2023,1,1,0.0
flemington racecourse,2023,1,2,3.0
flemington racecourse,2023,1,3,0.4
flemington racecourse,2023,1,4,1.0
flemington racecourse,2023,1,5,1.0
flemington racecourse,2023,1,6,0.0
flemington racecourse,2023,1,7,0.0
flemington racecourse,2023,1,8,0.0
flemington racecourse,2023,1,9,0.0
flemington racecourse,2023,1,10,0.0
flemington racecourse,2023,1,11,0.0
flemington racecourse,2023,1,12,0.0
flemington racecourse,2023,1,13,0.0
flemington racecourse,2023,1,14,0.0
flemington racecourse,2023,1,15,0.0
flemington racecourse,2023,1,16,0.0
flemington racecourse,2023,1,17,0.0
flemington racecourse,2023,1,18,3.8
flemington racecourse,2023,1,19,4.8
flemington racecourse,2023,1,20,0.0
flemington racecourse,2023,1,21,0.0
flemington racecourse,2023,1,22,0.0
flemington racecourse,2023,1,23,0.0
flemington racecourse,2023,1,24,0.0
flemington racecourse,2023,1,25,1.8
flemington racecourse,2023,1,26,0.0
flemington racecourse,2023,1,27,0.0
flemington racecourse,2023,1,28,0.0
flemington racecourse,2023,1,29,0.0
flemington racecourse,2023,1,30,0.0
flemington racecourse,2023,1,31,0.0
flemington racecourse,2023,2,1,0.0
flemington racecourse,2023,2,2,0.4
flemington racecourse,2023,2,3,10.0
flemington racecourse,2023,2,4,4.8
flemington racecourse,2023,2,5,0.0
flemington racecourse,2023,2,6,3.6
flemington racecourse,2023,2,7,0.2
flemington racecourse,2023,2,8,0.0
flemington racecourse,2023,2,9,0.0
flemington racecourse,2023,2,10,0.0
flemington racecourse,2023,2,11,0.0
flemington racecourse,2023,2,12,0.0
flemington racecourse,2023,2,13,0.0
flemington racecourse,2023,2,14,0.0
flemington racecourse,2023,2,15,0.0
flemington racecourse,2023,2,16,0.0
flemington racecourse,2023,2,17,0.0
flemington racecourse,2023,2,18,0.0
flemington racecourse,2023,2,19,0.0
flemington racecourse,2023,2,20,0.0
flemington racecourse,2023,2,21,0.0
flemington racecourse,2023,2,22,0.0
flemington racecourse,2023,2,23,0.0
flemington racecourse,2023,2,24,0.0
flemington racecourse,2023,2,25,0.0
flemington racecourse,2023,2,26,0.0
flemington racecourse,2023,2,27,2.0
flemington racecourse,2023,2,28,0.0
flemington racecourse,2023,3,1,1.8
flemington racecourse,2023,3,2,0.0
flemington racecourse,2023,3,3,0.4
flemington racecourse,2023,3,4,0.2
flemington racecourse,2023,3,5,0.0
flemington racecourse,2023,3,6,6.0
flemington racecourse,2023,3,7,0.2
flemington racecourse,2023,3,8,0.4
flemington racecourse,2023,3,9,0.0
flemington racecourse,2023,3,10,0.0
flemington racecourse,2023,3,11,0.2
flemington racecourse,2023,3,12,0.0
flemington racecourse,2023,3,13,0.0
flemington racecourse,2023,3,14,0.0
flemington racecourse,2023,3,15,0.0
flemington racecourse,2023,3,16,0.0
flemington racecourse,2023,3,17,0.2
flemington racecourse,2023,3,18,0.0
flemington racecourse,2023,3,19,0.0
flemington racecourse,2023,3,20,0.0
flemington racecourse,2023,3,21,0.2
flemington racecourse,2023,3,22,1.8
flemington racecourse,2023,3,23,0.0
flemington racecourse,2023,3,24,19.0
flemington racecourse,2023,3,25,0.0
flemington racecourse,2023,3,26,0.0
flemington racecourse,2023,3,27,0.0
flemington racecourse,2023,3,28,8.0
flemington racecourse,2023,3,29,0.2
flemington racecourse,2023,3,30,6.0
flemington racecourse,2023,3,31,0.6
flemington racecourse,2023,4,1,3.0
flemington racecourse,2023,4,2,0.0
flemington racecourse,2023,4,3,1.6
flemington racecourse,2023,4,4,0.0
flemington racecourse,2023,4,5,0.0
flemington racecourse,2023,4,6,0.0
flemington racecourse,2023,4,7,6.0
flemington racecourse,2023,4,8,7.6
flemington racecourse,2023,4,9,0.0
flemington racecourse,2023,4,10,3.2
flemington racecourse,2023,4,11,5.0
flemington racecourse,2023,4,12,6.2
flemington racecourse,2023,4,13,5.8
flemington racecourse,2023,4,14,0.2
flemington racecourse,2023,4,15,0.0
flemington racecourse,2023,4,16,35.4
flemington racecourse,2023,4,17,2.0
flemington racecourse,2023,4,18,0.2
flemington racecourse,2023,4,19,0.4
flemington racecourse,2023,4,20,0.0
flemington racecourse,2023,4,21,0.0
flemington racecourse,2023,4,22,0.0
flemington racecourse,2023,4,23,0.0
flemington racecourse,2023,4,24,0.0
flemington racecourse,2023,4,25,0.0
flemington racecourse,2023,4,26,0.0
flemington racecourse,2023,4,27,0.0
flemington racecourse,2023,4,28,0.0
flemington racecourse,2023,4,29,6.0
flemington racecourse,2023,4,30,0.0
flemington racecourse,2023,5,1,0.2
flemington racecourse,2023,5,2,0.2
flemington racecourse,2023,5,3,1.4
flemington racecourse,2023,5,4,4.0
flemington racecourse,2023,5,5,0.0
flemington racecourse,2023,5,6,14.6
flemington racecourse,2023,5,7,0.0
flemington racecourse,2023,5,8,18.8
flemington racecourse,2023,5,9,0.8
flemington racecourse,2023,5,10,0.8
flemington racecourse,2023,5,11,0.4
flemington racecourse,2023,5,12,0.0
flemington racecourse,2023,5,13,0.0
flemington racecourse,2023,5,14,0.0
flemington racecourse,2023,5,15,0.0
flemington racecourse,2023,5,16,0.0
flemington racecourse,2023,5,17,4.0
flemington racecourse,2023,5,18,0.2
flemington racecourse,2023,5,19,0.0
flemington racecourse,2023,5,20,2.0
flemington racecourse,2023,5,21,2.7
flemington racecourse,2023,5,22,2.0
flemington racecourse,2023,5,23,0.0
flemington racecourse,2023,5,24,0.0
flemington racecourse,2023,5,25,0.0
flemington racecourse,2023,5,26,3.0
flemington racecourse,2023,5,27,0.4
flemington racecourse,2023,5,28,0.0
flemington racecourse,2023,5,29,12.0
flemington racecourse,2023,5,30,0.2
flemington racecourse,2023,5,31,0.0
flemington racecourse,2023,6,1,1.0
flemington racecourse,2023,6,2,0.0
flemington racecourse,2023,6,3,2.6
flemington racecourse,2023,6,4,0.0
flemington racecourse,2023,6,5,2.0
flemington racecourse,2023,6,6,0.0
flemington racecourse,2023,6,7,0.0
flemington racecourse,2023,6,8,9.6
flemington racecourse,2023,6,9,4.2
flemington racecourse,2023,6,10,0.0
flemington racecourse,2023,6,11,0.0
flemington racecourse,2023,6,12,0.0
flemington racecourse,2023,6,13,0.0
flemington racecourse,2023,6,14,3.2
flemington racecourse,2023,6,15,1.0
flemington racecourse,2023,6,16,0.0
flemington racecourse,2023,6,17,0.0
flemington racecourse,2023,6,18,0.0
flemington racecourse,2023,6,19,15.6
flemington racecourse,2023,6,20,1.8
flemington racecourse,2023,6,21,0.0
flemington racecourse,2023,6,22,0.0
flemington racecourse,2023,6,23,3.2
flemington racecourse,2023,6,24,0.6
flemington racecourse,2023,6,25,1.2
flemington racecourse,2023,6,26,0.2
flemington racecourse,2023,6,27,0.0
flemington racecourse,2023,6,28,0.0
flemington racecourse,2023,6,29,3.0
flemington racecourse,2023,6,30,0.0
flemington racecourse,2023,7,1,0.2
flemington racecourse,2023,7,2,0.0
flemington racecourse,2023,7,3,0.6
flemington racecourse,2023,7,4,0.0
flemington racecourse,2023,7,5,2.8
flemington racecourse,2023,7,6,0.2
flemington racecourse,2023,7,7,0.0
flemington racecourse,2023,7,8,0.2
flemington racecourse,2023,7,9,1.2
flemington racecourse,2023,7,10,0.2
flemington racecourse,2023,7,11,0.0
flemington racecourse,2023,7,12,0.0
flemington racecourse,2023,7,13,0.0
flemington racecourse,2023,7,14,0.0
flemington racecourse,2023,7,15,0.0
flemington racecourse,2023,7,16,0.0
flemington racecourse,2023,7,17,0.2
flemington racecourse,2023,7,18,0.0
flemington racecourse,2023,7,19,0.1
flemington racecourse,2023,7,20,0.0
flemington racecourse,2023,7,21,1.0
flemington racecourse,2023,7,22,0.0
flemington racecourse,2023,7,23,0.0
flemington racecourse,2023,7,24,1.2
flemington racecourse,2023,7,25,0.2
flemington racecourse,2023,7,26,0.0
flemington racecourse,2023,7,27,0.0
flemington racecourse,2023,7,28,6.0
flemington racecourse,2023,7,29,0.2
flemington racecourse,2023,7,30,0.0
flemington racecourse,2023,7,31,5.8
flemington racecourse,2023,8,1,0.0
flemington racecourse,2023,8,2,0.2
flemington racecourse,2023,8,3,0.0
flemington racecourse,2023,8,4,0.0
flemington racecourse,2023,8,5,0.0
flemington racecourse,2023,8,6,0.0
flemington racecourse,2023,8,7,0.0
flemington racecourse,2023,8,8,0.0
flemington racecourse,2023,8,9,0.0
flemington racecourse,2023,8,10,2.6
flemington racecourse,2023,8,11,0.4
flemington racecourse,2023,8,12,0.0
flemington racecourse,2023,8,13,5.4
flemington racecourse,2023,8,14,0.0
flemington racecourse,2023,8,15,0.2
flemington racecourse,2023,8,16,0.0
flemington racecourse,2023,8,17,0.0
flemington racecourse,2023,8,18,6.0
flemington racecourse,2023,8,19,0.6
flemington racecourse,2023,8,20,0.0
flemington racecourse,2023,8,21,0.2
flemington racecourse,2023,8,22,0.4
flemington racecourse,2023,8,23,4.0
flemington racecourse,2023,8,24,0.2
flemington racecourse,2023,8,25,0.0
flemington racecourse,2023,8,26,0.0
flemington racecourse,2023,8,27,0.0
flemington racecourse,2023,8,28,0.0
flemington racecourse,2023,8,29,0.8
flemington racecourse,2023,8,30,3.0
flemington racecourse,2023,8,31,5.0
flemington racecourse,2023,9,1,1.0
flemington racecourse,2023,9,2,0.2
flemington racecourse,2023,9,3,0.0
flemington racecourse,2023,9,4,0.0
flemington racecourse,2023,9,5,1.2
flemington racecourse,2023,9,6,0.4
flemington racecourse,2023,9,7,0.0
flemington racecourse,2023,9,8,4.0
flemington racecourse,2023,9,9,0.4
flemington racecourse,2023,9,10,0.0
flemington racecourse,2023,9,11,0.6
flemington racecourse,2023,9,12,0.2
flemington racecourse,2023,9,13,0.0
flemington racecourse,2023,9,14,0.0
flemington racecourse,2023,9,15,0.0
flemington racecourse,2023,9,16,0.0
flemington racecourse,2023,9,17,0.0
flemington racecourse,2023,9,18,0.0
flemington racecourse,2023,9,19,0.0
flemington racecourse,2023,9,20,0.0
flemington racecourse,2023,9,21,1.0
flemington racecourse,2023,9,22,1.8
flemington racecourse,2023,9,23,0.2
flemington racecourse,2023,9,24,0.0
flemington racecourse,2023,9,25,0.0
flemington racecourse,2023,9,26,0.0
flemington racecourse,2023,9,27,0.0
flemington racecourse,2023,9,28,0.0
flemington racecourse,2023,9,29,0.0
flemington racecourse,2023,9,30,0.2
flemington racecourse,2023,10,1,0.0
flemington racecourse,2023,10,2,0.0
flemington racecourse,2023,10,3,0.0
flemington racecourse,2023,10,4,25.0
flemington racecourse,2023,10,5,8.8
flemington racecourse,2023,10,6,7.3
flemington racecourse,2023,10,7,0.2
flemington racecourse,2023,10,8,0.0
flemington racecourse,2023,10,9,0.0
flemington racecourse,2023,10,10,0.0
flemington racecourse,2023,10,11,0.0
flemington racecourse,2023,10,12,0.0
flemington racecourse,2023,10,13,12.0
flemington racecourse,2023,10,14,2.0
flemington racecourse,2023,10,15,2.6
flemington racecourse,2023,10,16,7.4
flemington racecourse,2023,10,17,1.0
flemington racecourse,2023,10,18,0.0
flemington racecourse,2023,10,19,0.0
flemington racecourse,2023,10,20,0.0
flemington racecourse,2023,10,21,0.0
flemington racecourse,2023,10,22,0.0
flemington racecourse,2023,10,23,0.4
flemington racecourse,2023,10,24,0.0
flemington racecourse,2023,10,25,0.0
flemington racecourse,2023,10,26,5.4
flemington racecourse,2023,10,27,0.2
flemington racecourse,2023,10,28,0.0
flemington racecourse,2023,10,29,0.0
flemington racecourse,2023,10,30,0.0
flemington racecourse,2023,10,31,2.0
flemington racecourse,2023,11,1,0.2
flemington racecourse,2023,11,2,0.0
flemington racecourse,2023,11,3,0.0
flemington racecourse,2023,11,4,0.0
flemington racecourse,2023,11,5,0.0
flemington racecourse,2023,11,6,0.0
flemington racecourse,2023,11,7,0.0
flemington racecourse,2023,11,8,0.8
flemington racecourse,2023,11,9,8.6
flemington racecourse,2023,11,10,0.0
flemington racecourse,2023,11,11,0.0
flemington racecourse,2023,11,12,0.0
flemington racecourse,2023,11,13,0.0
flemington racecourse,2023,11,14,0.0
flemington racecourse,2023,11,15,0.0
flemington racecourse,2023,11,16,0.0
flemington racecourse,2023,11,17,1.0
flemington racecourse,2023,11,18,0.0
flemington racecourse,2023,11,19,0.0
flemington racecourse,2023,11,20,0.2
flemington racecourse,2023,11,21,0.0
flemington racecourse,2023,11,22,0.0
flemington racecourse,2023,11,23,0.0
flemington racecourse,2023,11,24,0.0
flemington racecourse,2023,11,25,9.8
flemington racecourse,2023,11,26,0.0
flemington racecourse,2023,11,27,13.8
flemington racecourse,2023,11,28,2.2
flemington racecourse,2023,11,29,0.2
flemington racecourse,2023,11,30,6.4
flemington racecourse,2023,12,1,4.4
flemington racecourse,2023,12,2,2.3
flemington racecourse,2023,12,3,25.0
flemington racecourse,2023,12,4,0.0
flemington racecourse,2023,12,5,0.0
flemington racecourse,2023,12,6,0.0
flemington racecourse,2023,12,7,0.0
flemington racecourse,2023,12,8,0.0
flemington racecourse,2023,12,9,1.0
flemington racecourse,2023,12,10,0.0
flemington racecourse,2023,12,11,12.4
flemington racecourse,2023,12,12,1.0
flemington racecourse,2023,12,13,4.0
flemington racecourse,2023,12,14,1.0
flemington racecourse,2023,12,15,0.0
flemington racecourse,2023,12,16,0.0
flemington racecourse,2023,12,17,0.0
flemington racecourse,2023,12,18,0.0
flemington racecourse,2023,12,19,2.8
flemington racecourse,2023,12,20,2.0
flemington racecourse,2023,12,21,0.0
flemington racecourse,2023,12,22,0.2
flemington racecourse,2023,12,23,0.0
flemington racecourse,2023,12,24,0.0
flemington racecourse,2023,12,25,13.4
flemington racecourse,2023,12,26,16.0
flemington racecourse,2023,12,27,4.0
flemington racecourse,2023,12,28,0.2
flemington racecourse,2023,12,29,1.4
flemington racecourse,2023,12,30,0.2
flemington racecourse,2023,12,31,0.0
flemington racecourse,2024,1,1,0.2
flemington racecourse,2024,1,2,0.0
flemington racecourse,2024,1,3,11.6
flemington racecourse,2024,1,4,3.0
flemington racecourse,2024,1,5,0.0
flemington racecourse,2024,1,6,0.0
flemington racecourse,2024,1,7,0.0
flemington racecourse,2024,1,8,38.4
flemington racecourse,2024,1,9,15.4
flemington racecourse,2024,1,10,0.2
flemington racecourse,2024,1,11,0.0
flemington racecourse,2024,1,12,0.0
flemington racecourse,2024,1,13,0.2
flemington racecourse,2024,1,14,0.0
flemington racecourse,2024,1,15,0.2
flemington racecourse,2024,1,16,0.0
flemington racecourse,2024,1,17,0.0
flemington racecourse,2024,1,18,18.0
flemington racecourse,2024,1,19,0.0
flemington racecourse,2024,1,20,0.0
flemington racecourse,2024,1,21,0.0
flemington racecourse,2024,1,22,0.0
flemington racecourse,2024,1,23,0.0
flemington racecourse,2024,1,24,0.0
flemington racecourse,2024,1,25,0.0
flemington racecourse,2024,1,26,5.6
flemington racecourse,2024,1,27,0.2
flemington racecourse,2024,1,28,0.0
flemington racecourse,2024,1,29,0.0
flemington racecourse,2024,1,30,0.0
flemington racecourse,2024,1,31,0.0
flemington racecourse,2024,2,1,0.0
flemington racecourse,2024,2,2,0.0
flemington racecourse,2024,2,3,0.0
flemington racecourse,2024,2,4,0.0
flemington racecourse,2024,2,5,0.0
flemington racecourse,2024,2,6,2.0
flemington racecourse,2024,2,7,0.0
flemington racecourse,2024,2,8,0.0
flemington racecourse,2024,2,9,0.0
flemington racecourse,2024,2,10,0.0
flemington racecourse,2024,2,11,0.0
flemington racecourse,2024,2,12,0.0
flemington racecourse,2024,2,13,0.0
flemington racecourse,2024,2,14,1.4
flemington racecourse,2024,2,15,0.0
flemington racecourse,2024,2,16,0.6
flemington racecourse,2024,2,17,2.0
flemington racecourse,2024,2,18,0.0
flemington racecourse,2024,2,19,0.0
flemington racecourse,2024,2,20,0.0
flemington racecourse,2024,2,21,0.0
flemington racecourse,2024,2,22,0.0
flemington racecourse,2024,2,23,5.0
flemington racecourse,2024,2,24,0.0
flemington racecourse,2024,2,25,0.0
flemington racecourse,2024,2,26,0.0
flemington racecourse,2024,2,27,0.0
flemington racecourse,2024,2,28,0.0
flemington racecourse,2024,2,29,0.0
flemington racecourse,2024,3,1,0.0
flemington racecourse,2024,3,2,0.0
flemington racecourse,2024,3,3,2.3
flemington racecourse,2024,3,4,0.4
flemington racecourse,2024,3,5,0.0
flemington racecourse,2024,3,6,0.0
flemington racecourse,2024,3,7,0.2
flemington racecourse,2024,3,8,0.0
flemington racecourse,2024,3,9,0.0
flemington racecourse,2024,3,10,0.0
flemington racecourse,2024,3,11,0.0
flemington racecourse,2024,3,12,0.0
flemington racecourse,2024,3,13,0.2
flemington racecourse,2024,3,14,2.0
flemington racecourse,2024,3,15,0.0
flemington racecourse,2024,3,16,0.0
flemington racecourse,2024,3,17,0.0
flemington racecourse,2024,3,18,0.0
flemington racecourse,2024,3,19,0.0
flemington racecourse,2024,3,20,0.0
flemington racecourse,2024,3,21,0.0
flemington racecourse,2024,3,22,0.0
flemington racecourse,2024,3,23,0.0
flemington racecourse,2024,3,24,2.8
flemington racecourse,2024,3,25,1.1
flemington racecourse,2024,3,26,0.0
flemington racecourse,2024,3,27,0.3
flemington racecourse,2024,3,28,0.0
flemington racecourse,2024,3,29,0.0
flemington racecourse,2024,3,30,0.0
flemington racecourse,2024,3,31,0.0
flemington racecourse,2024,4,1,0.0
flemington racecourse,2024,4,2,56.8
flemington racecourse,2024,4,3,2.0
flemington racecourse,2024,4,4,0.0
flemington racecourse,2024,4,5,0.0
flemington racecourse,2024,4,6,0.0
flemington racecourse,2024,4,7,2.9
flemington racecourse,2024,4,8,7.2
flemington racecourse,2024,4,9,12.2
flemington racecourse,2024,4,10,2.0
flemington racecourse,2024,4,11,2.6
flemington racecourse,2024,4,12,0.2
flemington racecourse,2024,4,13,0.0
flemington racecourse,2024,4,14,0.0
flemington racecourse,2024,4,15,0.0
flemington racecourse,2024,4,16,0.0
flemington racecourse,2024,4,17,0.0
flemington racecourse,2024,4,18,1.7
flemington racecourse,2024,4,19,2.0
flemington racecourse,2024,4,20,4.2
flemington racecourse,2024,4,21,0.0
flemington racecourse,2024,4,22,0.0
flemington racecourse,2024,4,23,0.0
flemington racecourse,2024,4,24,6.0
flemington racecourse,2024,4,25,0.2
flemington racecourse,2024,4,26,0.0
flemington racecourse,2024,4,27,0.0
flemington racecourse,2024,4,28,0.0
flemington racecourse,2024,4,29,0.0
flemington racecourse,2024,4,30,0.0
flemington racecourse,2024,5,1,1.0
flemington racecourse,2024,5,2,0.0
flemington racecourse,2024,5,3,0.0
